rn,unix_tstamp,synth_browser_category,synth_page_url,synth_geo_city
1985,1556868934,1,https://www.ad.nl/koken-en-eten/voor-de-planeet-is-het-niet-nodig-om-insecten-en-zeewier-te-eten~a96c5df4/,Rotterdam
1986,1556868979,4,https://www.ad.nl/buitenland/bevolking-op-rijstrantsoen-noord-korea-steekt-nieuwe-raketten-af~a449b5a9/,Arnhem
1987,1556869001,4,https://www.ad.nl/dossier-magazine/op-boodschappen-bezuinig-ik-niet-wekelijks-60-euro-kwijt~aa5b8b52/,Amstelveen
1988,1556869274,4,https://www.ad.nl/buitenland/jongetje-9-dat-moeder-doodschoot-wilde-ook-buurmeisje-zien-sterven~a919afda/,Amsterdam
1989,1556869427,4,https://www.ad.nl/auto/automobilist-rijdt-225-km-u-waar-je-honderd-mag-br~a498583d/,Amersfoort
1990,1556869457,4,https://www.ad.nl/tech/facebook-werkt-aan-eigen-cryptovaluta-voor-nieuw-betaalsysteem~a84b38b2/,Leuven
1991,1556869689,1,https://www.ad.nl/binnenland/basisscholieren-in-achterstandswijken-massaal-op-achterstand~a41b70ed/,Apeldoorn
1992,1556869728,4,https://www.ad.nl/binnenland/activisten-boxtel-doen-aangifte-van-vernieling-auto-s-zeker-zestig-demonstranten-in-de-cel~a3d51efc/,Amsterdam
1993,1556869761,1,https://www.ad.nl/home/radio-2-nieuwslezer-laat-handicap-toch-gewoon-zien-op-tv~aa3c8a7e/,Montmeló
1994,1556869856,1,https://www.ad.nl/zoetermeer/niet-een-plastic-beker-te-vinden-op-bevrijdingsfestival~a11efa40/,Leiden
1995,1556869891,1,https://www.ad.nl/binnenland/nieuwe-strategie-rutte-valt-kamergeleerde-baudet-aan~a78873b7/,Alblasserdam
1996,1556869891,1,https://www.ad.nl/binnenland/wijkblad-mag-niet-schrijven-over-azc-volledige-redactie-stapt-op~a1a66f25/,Zeist
1997,1556869929,3,https://www.ad.nl/binnenland/zorgverzekeraars-agressie-tegen-apothekers-niet-onze-schuld~af2b236c/,Breda
1998,1556870077,3,https://www.ad.nl/dossier-ajax-officieus-kampioen/huntelaar-we-zijn-gewoon-kampioen-hoor~aeaa61ce/,The Hague
1999,1556870512,4,https://www.ad.nl/show/man-teen-mom-ster-jenelle-ik-schoot-hond-dood-door-mijn-gedragsprobleem~a6b631ee/,Epe
2000,1556870513,1,https://www.ad.nl/tech/altijd-een-opgeladen-telefoon-dit-zijn-de-beste-powerbanks~a9dd89e7/,Bucharest
2001,1556870541,4,https://www.ad.nl/woerden/verzameling-modeltreintjes-gaat-in-kamerik-in-vlammen-kop~ab3bf215/,Sleeuwijk
2002,1556870614,4,https://www.ad.nl/buitenland/mexicaanse-politie-ontdekt-in-drie-massagraven-al-35-lichamen-aantal-kan-nog-verder-oplopen~ab83fa9b/,Rotterdam
2003,1556870660,4,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,Dodewaard
2004,1556870701,4,https://www.ad.nl/gezond/artsen-gebruiken-vakanties-om-zieken-in-marokko-te-helpen~a50a998f/,Groningen
2005,1556870728,1,https://www.ad.nl/wonen/zaterdag-is-het-internationale-dag-van-het-naakt-tuinieren-laat-je-buren-het-niet-zien~a5ea5bb5/,Epe
2006,1556870777,4,https://www.ad.nl/westland/tien-jaar-waterstrijd-niet-voor-niks-hoogheemraad-gaat-met-gerust-hart-weg-bij-delfland~a30b586d/,Amsterdam
2007,1556870789,1,https://www.ad.nl/show/hbo-biedt-excuses-aan-voor-starbucksbeker-in-game-of-thrones~acf4c75c/,Lelystad
2008,1556870807,3,https://www.ad.nl/rotterdam/aangereden-fietsster-helma-van-lit-68-zoekt-heldin-die-bij-haar-bleef~ad4f8686/,Soest
2009,1556870811,3,https://www.ad.nl/europees-voetbal/buitenlandse-kranten-over-ajax-het-sensatieteam-mag-blijven-dromen~a40a5d92/,Utrecht
2010,1556870836,3,https://www.ad.nl/binnenland/wijkblad-mag-niet-schrijven-over-azc-volledige-redactie-stapt-op~a1a66f25/,Vught
2011,1556870864,4,https://www.ad.nl/rotterdam/dodelijk-ongeval-op-bedrijventerrein-werd-veroorzaakt-door-slecht-zicht~a27d7f7e/,Amsterdam
2012,1556870896,2,https://www.ad.nl/nederlands-voetbal/van-persie-kiest-zijn-4-mooiste-goals~af50ce85/,The Hague
2013,1556870981,1,https://www.ad.nl/buitenland/kerken-dicht-sri-lanka-vreest-nieuwe-aanslagen~a4fd1a72/,The Hague
2014,1556871157,4,https://www.ad.nl/ad-werkt/waarom-1-mei-in-nederland-maar-geen-vrije-dag-is~a52f4967/,Halsteren
2015,1556871226,4,https://www.ad.nl/den-haag/vrouw-zwaargewond-na-val-uit-raam-van-appartement-op-tweede-etage-zieken~a63c5cdd/,Rotterdam
2016,1556871247,4,https://www.ad.nl/wetenschap/natuur-in-rap-tempo-achteruit-we-breken-de-fundering-van-ons-bestaan-af~ab1c6963/,Rijsenhout
2017,1556871420,2,https://www.ad.nl/utrecht/primitief-kamperen-in-de-utrechtse-bossen-nu-kan-het-nog-maar-volgend-jaar-is-het-afgelopen~a73cf998/,Rotterdam
2018,1556871700,2,https://www.ad.nl/gouda/auto-in-brand-aan-uiverplein-in-gouda~af92538f/,Amsterdam
2019,1556871729,4,https://www.ad.nl/auto/tesla-model-s-vliegt-in-brand-in-garage~accaaa8c/,Apeldoorn
2020,1556871824,1,https://www.ad.nl/europees-voetbal/dit-verdient-messi-dit-seizoen-als-hij-de-champions-league-wint~ae317f38/,Amsterdam
2021,1556871844,1,https://www.ad.nl/binnenland/benzine-en-dieselauto-s-vanaf-2030-verboden-in-amsterdam~a8691241/,Rotterdam
2022,1556871845,1,https://www.ad.nl/binnenland/dit-zijn-de-on-veiligste-gemeenten-van-nederland~a3c22fc7/,Oisterwijk
2023,1556871861,1,https://www.ad.nl/buitenland/trollenleger-stuurde-65-000-tweets-met-nepnieuws-over-mh17-ramp-br~afc61fc5/,The Hague
2024,1556872001,4,https://www.ad.nl/dordrecht/hangen-met-een-groep-binnenkort-verboden-op-sophiapromenade-in-ambacht~a5ac4a45/,Amsterdam
2025,1556872025,2,https://www.ad.nl/rotterdam/voorman-rotterdamse-hesjes-trekt-stekker-eruit-alle-tijd-en-moeite-het-is-voor-niets-geweest~aad0b6f6/,Almere Stad
2026,1556872031,1,https://www.ad.nl/dordrecht/provinciale-staten-maken-zich-zorgen-om-mogelijke-afbouw-van-de-waterbus~add646d9/,Ede
2027,1556872097,2,https://www.ad.nl/hoeksche-waard/zorgwaard-kan-hoeksche-waard-op-de-landkaart-zetten~a1416a9a/,Gothenburg
2028,1556872128,4,https://www.ad.nl/binnenland/5-dagen-en-18-uur-aan-de-lijn-met-3fm-jasper-wint-prive-concert~a7ea701c/,Brunssum
2029,1556872149,4,https://www.ad.nl/politiek/botsing-tussen-kamerleden-bij-aanbieding-anti-homopetitie~afe36d37/,Utrecht
2030,1556872169,1,https://www.ad.nl/amsterdam/prognose-recordaantal-inwoners-amsterdam-in-2019~a8b185c2/,Gouda
2031,1556872345,4,https://www.ad.nl/politiek/nederland-amerikaanse-haatprediker-komt-er-niet-in~aea857f4/,Woudrichem
2032,1556872404,1,https://www.ad.nl/woerden/mijdrecht-is-blij-dat-spookhuis-is-afgebrand~a1ef0e4b/,Almelo
2033,1556872419,4,https://www.ad.nl/boxtel/live-grimmige-sfeer-bij-bezette-varkensboerderij-auto-s-actievoerders-omgegooid~a945b4a8/,Vlaardingen
2034,1556872446,4,https://www.ad.nl/economie/deurwaarders-onder-vuur-om-sluw-duperen-schuldenaars-met-extra-kosten~ac20b904/,Almelo
2035,1556872540,1,https://www.ad.nl/binnenland/nederland-herdenkt-oorlogsdoden-met-twee-minuten-stilte~aae68a93/,Amsterdam
2036,1556872566,4,https://www.ad.nl/buitenland/may-legt-brexitdeal-in-juni-weer-voor-aan-lagerhuis~aee71ead/,Nederweert
2037,1556872650,1,https://www.ad.nl/binnenland/vluchtelingen-belaagd-in-eigen-huis-in-enschede~a844bf97/,Dalfsen
2038,1556872687,1,https://www.ad.nl/binnenland/politie-pakt-27-jarige-hagenaar-op-voor-moorden-in-den-haag-en-brunssummerheide~a8233639/,Rijswijk
2039,1556872767,4,https://www.ad.nl/buitenland/aruba-sluit-grens-met-venezuela~a1b67b32/,Zeewolde
2040,1556872828,1,https://www.ad.nl/show/ronnie-flex-ontkent-dat-hij-realityster-nikki-ros-zwanger-maakte~ada37a48/,Rotterdam
2041,1556872877,3,https://www.ad.nl/waterweg/windmolens-langs-t-scheur-in-vlaardingen-een-stapje-dichterbij~aa5c228a/,Gorinchem
2042,1556872904,1,https://www.ad.nl/politiek/kamer-staat-nog-niet-te-springen-om-landelijke-aanpak-lachgas~aedbdeec/,Zevenhuizen
2043,1556872923,4,https://www.ad.nl/auto/tesla-model-s-vliegt-in-brand-in-garage~accaaa8c/,Utrecht
2044,1556872933,4,https://www.ad.nl/buitenland/oostenrijker-maakt-goulash-van-prostituee~a57e3a15/,Zwolle
2045,1556872988,2,https://www.ad.nl/binnenland/telefoon-maureen-18-ontploft-na-voordragen-van-indrukwekkend-gedicht-op-de-dam~ab736306/,'s-Heerenhoek
2046,1556872993,4,https://www.ad.nl/binnenland/benzine-en-dieselauto-s-vanaf-2030-verboden-in-amsterdam~a8691241/,The Hague
2047,1556873007,1,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,Ermelo
2048,1556873020,4,https://www.ad.nl/den-haag/paniek-in-bios-tijdens-film-over-aanslagen-mannen-staan-op-en-verspreiden-zich~ae961cdb/,Hoensbroek
2049,1556873065,4,https://www.ad.nl/alphen/afscheidsfotografie-is-nieuw-en-in-opkomst~a4663ff9/,Amsterdam
2050,1556873089,1,https://www.ad.nl/den-haag/opgefokte-jongeren-vallen-badmeester-aan-roep-om-levenslang-zwemverbod-in-haagse-hofbad~a8ff265f/,Nunspeet
2051,1556873107,1,https://www.ad.nl/economie/ook-nederlandse-shell-bestuurder-genoemd-in-corruptiezaak~a0700f6c/,Schiedam
2052,1556873138,3,https://www.ad.nl/binnenland/begin-mei-en-in-limburg-ligt-er-sneeuw-br~a8b614fd/,Apeldoorn
2053,1556873146,1,https://www.ad.nl/binnenland/rechter-had-zich-uit-zaak-moeten-terugtrekken-vanwege-prive-contact-met-joris-demmink~a6e3662f/,Spijkenisse
2054,1556873174,4,https://www.ad.nl/buitenland/mazelenschip-terug-naar-curacao-gezondheidsdienst-eist-status-passagiers~a433250b/,Baarn
2055,1556873184,4,https://www.ad.nl/buitenland/spectaculaire-glijbaan-die-twee-straten-verbindt-moet-al-na-een-dag-dicht-na-tal-van-ongelukken~ad58424b/,Almkerk
2056,1556873475,1,https://www.ad.nl/show/derksen-na-kritiek-op-ajax-ik-weiger-mee-te-lopen-in-de-polonaise~a2a70234/,Amsterdam
2057,1556873599,2,https://www.ad.nl/show/voormalig-level-42-gitarist-boon-gould-dood-gevonden-in-zijn-huis~a9d823a5/,Rotterdam
2058,1556873650,3,https://www.ad.nl/politiek/nip-test-blijft-tot-2023-voor-alle-zwangere-vrouwen~ada6af6c/,Brussels
2059,1556873743,4,https://www.ad.nl/rotterdam/woning-beschoten-in-rotterdam-kralingen~a1851e7e/,Hoogeveen
2060,1556873922,1,https://www.ad.nl/economie/rechter-postnl-schuldig-aan-onderbetaling-medewerkers~a486547c/,Leiden
2061,1556874272,4,https://www.ad.nl/show/victoria-de-straat-op-in-creatie-van-vlashaar-en-kim-negeert-doktersadvies~a27a9a89/,Zoetermeer
2062,1556874347,4,https://www.ad.nl/binnenland/zeven-gewonden-bij-uitslaande-brand-in-woning-naaldwijk~ad79e2fd/,Bilzen
2063,1556874375,1,https://www.ad.nl/economie/financiele-zorgen-bij-uitvaartbedrijf-yarden-worden-klanten-de-dupe~a6b76a07/,The Hague
2064,1556874441,4,https://www.ad.nl/wonen/eigen-huis-en-tuin-zoekt-stylist-voor-de-uitzending~a7cf41c4/,Leiden
2065,1556874479,4,https://www.ad.nl/buitenland/moeder-van-klimaatmeisje-greta-kan-co2-zien-met-het-blote-oog~ad6f49a3/,Amsterdam
2066,1556874556,4,https://www.ad.nl/tennis/live-bertens-pakt-eerste-set-en-voorsprong-in-tweede-set~a9fb5ddc/,Midwoud
2067,1556874574,4,https://www.ad.nl/buitenland/terroristen-vallen-pakistaans-vijfsterrenhotel-binnen-willen-chinezen-doden~aa142d9e/,Sliedrecht
2068,1556874593,4,https://www.ad.nl/giro/alle-klassementen-van-de-giro-d-italia~a074d01a/,Bodegraven
2069,1556874624,2,https://www.ad.nl/buitenland/waarom-in-schotland-zorgkinderen-amper-naar-speciale-scholen-gaan~a036f04e/,Amsterdam
2070,1556874648,1,https://www.ad.nl/formule-1/wk-klassement-verstappen-pakt-derde-plek-hamilton-opnieuw-aan-de-leiding~a4c42e2a/,The Hague
2071,1556874765,1,https://www.ad.nl/boxtel/vrees-dat-varkens-moeten-worden-geruimd-na-actie-in-boxtel-dit-mag-nooit-meer-gebeuren~a493cf90/,Oss
2072,1556874848,1,https://www.ad.nl/binnenland/wijkblad-mag-niet-schrijven-over-azc-volledige-redactie-stapt-op~a1a66f25/,Berghem
2073,1556875403,1,https://www.ad.nl/europees-voetbal/dit-verdient-messi-dit-seizoen-als-hij-de-champions-league-wint~ae317f38/,Amsterdam
2074,1556875490,1,https://www.ad.nl/buitenland/nog-twee-lichamen-in-zaak-kruisboogdode~a71a49c3/,Enschede
2075,1556875558,2,https://www.ad.nl/show/superclash-peter-r-de-vries-en-mark-koster-over-olcay-gulsen-in-rtl-boulevard~aa3fc347/,The Hague
2076,1556875566,3,https://www.ad.nl/binnenland/nieuwe-strategie-rutte-valt-kamergeleerde-baudet-aan~a78873b7/,Delft
2077,1556875576,1,https://www.ad.nl/show/er-is-nog-steeds-niemand-die-anouk-live-aankan~a171d743/,Amsterdam
2078,1556875642,4,https://www.ad.nl/rotterdam/groep-van-vijftien-man-bedreigt-handhavers-in-capelle-ze-vreesden-voor-hun-leven~a6a842a0/,Rotterdam
2079,1556875729,4,https://www.ad.nl/binnenland/poolse-ambassadeur-hekelt-uitbuiting-van-landgenoten-in-nederland~ad3f5e43/,Heemskerk
2080,1556875771,2,https://www.ad.nl/buitenland/man-zet-wagen-te-koop-om-dure-operatie-hond-te-kunnen-betalen-hem-kwijtraken-was-geen-optie~a91c3da7/,Dordrecht
2081,1556875877,1,https://www.ad.nl/show/zoontje-van-harry-en-meghan-heeft-eindelijk-een-naam~ab16c99f/,Ede
2082,1556875983,3,https://www.ad.nl/apeldoorn/minka-18-die-uit-zwembad-in-hoenderloo-werd-gered-is-alsnog-overleden~a1f407a1/,Raamsdonksveer
2083,1556876051,4,https://www.ad.nl/binnenland/voorvrouw-gele-hesjes-nl-nederland-is-een-verkapte-dictatuur~a84773ed/,Den Helder
2084,1556876142,1,https://www.ad.nl/show/hopelijk-kan-duncan-wel-zijn-hoofd-koel-houden~ad1ad585/,The Hague
2085,1556876192,2,https://www.ad.nl/buitenland/record-aan-co2-in-de-atmosfeer-dit-is-geen-flauwekul-er-is-werk-aan-de-winkel-br~a154d44d/,Goirle
2086,1556876228,3,https://www.ad.nl/buitenland/rutte-en-macron-trekken-samen-op-bij-eu-top-in-roemenie~aafefa3b/,Oldenzaal
2087,1556876245,4,https://www.ad.nl/rotterdam/daarom-kleuren-rotterdamse-iconen-zondag-blauw~a59db60c/,Amsterdam
2088,1556876262,4,https://www.ad.nl/binnenland/moeder-van-sharleyne-vrijuit-in-mishandelingszaak~a5d7355b/,Marsum
2089,1556876266,4,https://www.ad.nl/binnenland/als-mark-27-had-gedaan-wat-hij-van-plan-was-had-zijn-buurman-waarschijnlijk-niet-meer-geleefd~a0b7de26/,Goor
2090,1556876293,1,https://www.ad.nl/delft/midden-delfland-gaat-strijd-aan-met-eikenprocessierups~a616aa1d/,Werkendam
2091,1556876362,1,https://www.ad.nl/europees-voetbal/messi-pakt-champions-league-record-ronaldo-af~a15c68b3/,Stadskanaal
2092,1556876462,1,https://www.ad.nl/tech/nieuwe-app-voor-natuurliefhebbers-shazam-voor-vogels~a2c5fbea/,Ede
2093,1556876494,4,https://www.ad.nl/show/lies-visschedijk-ik-zal-niet-snel-het-geile-buurmeisje-spelen~a8233e00/,Rotterdam
2094,1556876533,1,https://www.ad.nl/rotterdam/broer-van-doodgeschoten-rapper-feis-ontwaakt-uit-coma~ae344b5b/,Amsterdam
2095,1556876583,4,https://www.ad.nl/den-haag/airbnb-is-opvang-voor-de-beter-gesitueerde-vluchteling~aa6c1c24/,Amsterdam
2096,1556876644,3,https://www.ad.nl/waterweg/vlaardingen-heeft-miljoenen-euro-s-nodig-voor-financiering-grote-projecten~a1a12712/,Leiden
2097,1556876648,4,https://www.ad.nl/dossier-giro-d-italia/roglic-snelste-tik-voor-dumoulin-in-lastige-proloog~a24cde84/,Veenendaal
2098,1556876659,3,https://www.ad.nl/show/miljoen-mensen-zien-hoe-married-at-first-sight-monique-de-bom-dropt-tijdens-honeymoon~afaf73f3/,Almere Stad
2099,1556876678,4,https://www.ad.nl/politiek/nederland-amerikaanse-haatprediker-komt-er-niet-in~aea857f4/,Zurich
2100,1556876697,1,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,Rotterdam
2101,1556876790,4,https://www.ad.nl/binnenland/dominee-veenendaalse-kerk-op-non-actief-om-liefdesaffaire-met-getrouwde-vrouw~aafcb4cf/,Amsterdam
2102,1556876903,1,https://www.ad.nl/boxtel/vrees-dat-varkens-moeten-worden-geruimd-na-actie-in-boxtel-dit-mag-nooit-meer-gebeuren~a493cf90/,Amsterdam
2103,1556877082,3,https://www.ad.nl/buitenland/experts-vn-straf-voor-assange-is-disproportioneel~a674b4ff/,Katwijk
2104,1556877160,1,https://www.ad.nl/rotterdam/campagne-zodat-meer-rotterdammers-vandaag-stilstaan-bij-het-bombardement~a2aceb60/,Hoogezand
2105,1556877180,4,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Woubrugge
2106,1556877181,1,https://www.ad.nl/rotterdam/vrouw-78-in-rolstoel-wacht-na-ziekenhuisbezoek-uren-vergeefs-op-zorgtaxi~ab5c1e8c/,The Hague
2107,1556877247,4,https://www.ad.nl/economie/vicepremier-china-toch-naar-vs-voor-handelsoverleg~a1d8f528/,The Hague
2108,1556877273,4,https://www.ad.nl/show/giel-beelen-bereikt-zijn-ultieme-levensdoel-een-gortdroge-sixpack~ad5c4997/,Amsterdam
2109,1556877283,1,https://www.ad.nl/dossier-knvb-beker/de-bekerfinale-als-kroon-op-de-tilburgse-metamorfose~af2083bf/,Almere Stad
2110,1556877303,4,https://www.ad.nl/den-haag/paniek-in-bios-tijdens-film-over-aanslagen-mannen-staan-op-en-verspreiden-zich~ae961cdb/,Den Burg
2111,1556877316,1,https://www.ad.nl/politiek/schreijer-pierik-ik-heb-alle-bonnen-weggegooid-zo-zat-was-ik-het~ac0ce80d/,Rotterdam
2112,1556877415,4,https://www.ad.nl/buitenland/kerken-dicht-sri-lanka-vreest-nieuwe-aanslagen~a4fd1a72/,Almere Stad
2113,1556877421,3,https://www.ad.nl/den-haag/airbnb-is-opvang-voor-de-beter-gesitueerde-vluchteling~aa6c1c24/,Amsterdam
2114,1556877460,3,https://www.ad.nl/buitenland/japanse-wetenschapper-verzon-aardbevingswonder~a19201d7/,Schiedam
2115,1556877491,3,https://www.ad.nl/auto/ook-dit-grote-duitse-automerk-zet-nu-maximaal-in-op-waterstof~a101b53e/,Alkmaar
2116,1556877503,3,https://www.ad.nl/politiek/grapperhaus-pedo-handboek-gaat-niet-over-de-grens-van-de-wet~a077564b/,l'Escala
2117,1556877574,4,https://www.ad.nl/show/all-together-now-levert-kijkcijfers-in~a902a3ba/,Hilversum
2118,1556877937,4,https://www.ad.nl/tech/altijd-een-opgeladen-telefoon-dit-zijn-de-beste-powerbanks~a9dd89e7/,Amsterdam
2119,1556878103,2,https://www.ad.nl/den-bosch/allahoe-akbar-kreet-tijdens-dodenherdenking-was-gecoordineerde-actie-door-gevangenen-pi-vught~a052ed74/,Spijkenisse
2120,1556878201,4,https://www.ad.nl/binnenland/leidt-screening-van-ongeboren-kinderen-tot-down-loze-samenleving~abdb6f98/,The Hague
2121,1556878237,2,https://www.ad.nl/tennis/bertens-schrijft-tennisgeschiedenis-met-toernooiwinst-in-madrid~a9fb5ddc/,Sleeuwijk
2122,1556878248,3,https://www.ad.nl/binnenland/wijkblad-mag-niet-schrijven-over-azc-volledige-redactie-stapt-op~a1a66f25/,Amstelveen
2123,1556878255,1,https://www.ad.nl/voorne-putten/brouwerseiland-komt-er-voorlopig-niet~a31afeb5/,Zelhem
2124,1556878313,1,https://www.ad.nl/rotterdam/lonely-planet-rotterdam-is-een-schatkamer-voor-reizigers~af93ecd8/,Venlo
2125,1556878333,1,https://www.ad.nl/binnenland/negen-voertuigen-botsen-in-tunnel-vier-gewonden-grote-ravage~a89ddc7d/,Apeldoorn
2126,1556878342,1,https://www.ad.nl/show/twijfel-in-nederlands-kamp-over-act-duncan-laurence~a81ecadb/,Amsterdam
2127,1556878406,4,https://www.ad.nl/wonen/kwart-mannen-vergeet-wel-eens-moederdag~aea3fdb7/,Hellevoetsluis
2128,1556878448,1,https://www.ad.nl/buitenland/geweld-in-de-gazastrook-songfestivalfeestje-kan-geen-raket-meer-zien~a9cdd756/,The Hague
2129,1556878537,3,https://www.ad.nl/delft/delft-fringe-festival-smullen-van-kleinkunst-komt-dat-vooral-allemaal-zien~a3a969c7/,Rotterdam
2130,1556878606,4,https://www.ad.nl/wageningen/scholieren-pantarijn-wageningen-en-godollo-zijn-blij-met-elkaar~a98a89cc6/,Schiedam
2131,1556878636,4,https://www.ad.nl/economie/pensioenen-korten-maar-we-bulken-van-het-geld~a6d7c91e/,Boven-Hardinxveld
2132,1556878664,3,https://www.ad.nl/rotterdam/nog-nooit-op-een-iftar-geweest-hier-kun-je-deze-ramadan-aanschuiven~a427781a/,Amersfoort
2133,1556878684,4,https://www.ad.nl/woerden/laat-je-inspireren-door-kisten-en-urnen-op-woerdense-uitvaartmarkt~a51fdd66/,Numansdorp
2134,1556878710,1,https://www.ad.nl/nederlands-voetbal/wedstrijd-gestaakt-dit-zijn-de-regels~a001f4cf/,Leiden
2135,1556878858,4,https://www.ad.nl/rotterdam/hoogleraar-over-benzine-auto-s-wij-gaan-het-in-rotterdam-anders-doen~ae46a8e1/,The Hague
2136,1556878860,4,https://www.ad.nl/giro/roglic-is-klaar-om-de-giro-te-winnen~a2fa52fb/,Tilburg
2137,1556878937,4,https://www.ad.nl/binnenland/dodenherdenking-vught-verstoord-door-allahu-akbar-kreten-waarschijnlijk-vanuit-pi~a09c514fb/,Dordrecht
2138,1556878995,4,https://www.ad.nl/binnenland/vluchtelingen-belaagd-in-eigen-huis-in-enschede~a844bf97/,Amsterdam
2139,1556879140,4,https://www.ad.nl/den-bosch/acht-terreurverdachten-pi-vught-in-isoleercel-na-roepen-allahoe-akbar-minister-boos-respectloos~af1fe402/,Wassenaar
2140,1556879155,3,https://www.ad.nl/bizar/suicidale-rus-beroofde-bank-spitsbergen-om-niet-naar-huis-te-hoeven~a8fd7ab3/,Zoetermeer
2141,1556879163,2,https://www.ad.nl/buitenlands-voetbal/cillessen-keept-b-team-barca-verliest~a7152b73/,No City
2142,1556879259,1,https://www.ad.nl/binnenland/ooievaar-doodgeschoten-je-moet-gestoord-zijn~a6e6f0a5/,Utrecht
2143,1556879331,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,Rotterdam
2144,1556879338,1,https://www.ad.nl/den-haag/jan-linzel-103-was-de-laatste-gevechtspiloot-die-eerste-luchtaanval-op-den-haag-kon-navertellen~ae58f9fb/,Apeldoorn
2145,1556879338,2,https://www.ad.nl/binnenland/reizigersvereniging-niet-naar-de-rechter-om-ov-staking~aaf396a9/,Ridderkerk
2146,1556879492,3,https://www.ad.nl/binnenland/overvallers-maken-half-miljoen-buit-van-zeeuws-festival-dieven-namen-alle-verkreukelde-biljetten-mee~a708ddcf/,Schiedam
2147,1556879493,1,https://www.ad.nl/rotterdam/verdachte-54-lijkt-direct-na-neersteken-vlaardingse-naar-politie-te-zijn-gelopen~a67d51c7/,Leiden
2148,1556879509,3,https://www.ad.nl/show/commissie-gaat-integriteit-npo-directeur-frans-klein-onderzoeken~ad4bafbb/,Rotterdam
2149,1556879566,2,https://www.ad.nl/binnenland/dankzij-een-zaag-kan-leendert-met-zijn-1-meter-28-wel-motorrijden~aee7f3a7/,Enter
2150,1556879575,4,https://www.ad.nl/binnenland/ministerie-waarschuwt-pas-op-met-wat-je-socialt-over-turkije~ab9d0fc0/,Utrecht
2151,1556879578,1,https://www.ad.nl/politiek/hiddema-geeft-te-veel-ontvangen-onkosten-aan-poezenboot~a587ef36/,Alkmaar
2152,1556879579,1,https://www.ad.nl/offside/oud-ploeggenoot-dost-en-locadia-eindelijk-vrij-uit-utopia~a5e4b3b7/,Bergen
2153,1556879715,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,Amsterdam
2154,1556879834,1,https://www.ad.nl/waterweg/schiedam-bindt-de-strijd-aan-met-huisjesmelkers~a1a80ebe/,Almere Stad
2155,1556879870,3,https://www.ad.nl/binnenland/verdachte-moord-miranda-zitman-werkte-als-beveiliger-in-kliniek-michael-p~a6229662/,Amsterdam
2156,1556879886,1,https://www.ad.nl/giro/alle-uitslagen-en-klassementen-van-de-giro~ac3a1ef9/,Rotterdam
2157,1556879887,4,https://www.ad.nl/show/koning-willem-alexander-en-koningin-maxima-vieren-eerste-ontmoeting-in-sevilla~a1218ddc/,Amsterdam
2158,1556880092,1,https://www.ad.nl/binnenland/verdachte-moord-miranda-zitman-werkte-als-beveiliger-in-kliniek-michael-p~a6229662/,Utrecht
2159,1556880195,1,https://www.ad.nl/buitenland/nederlandse-trucker-33-aan-dood-ontsnapt-bij-botsing-met-trein-duitsland~ace32ece/,Woerden
2160,1556880239,1,https://www.ad.nl/rotterdam/spelende-meisjes-krijgen-1750-euro-van-wildvreemde-man~adaeb823/,Delft
2161,1556880306,3,https://www.ad.nl/politiek/ruzie-in-vvd-senaatsfractie-om-optreden-jorritsma~a97a1dfb/,Groningen
2162,1556880432,1,https://www.ad.nl/utrecht/eerst-de-tippelzone-toen-windmolens-en-nu-een-azc-voor-de-bewoners-van-randgebied-utrecht~a3ee2cf5/,Brussels
2163,1556880703,4,https://www.ad.nl/show/koning-willem-alexander-en-koningin-maxima-vieren-eerste-ontmoeting-in-sevilla~a1218ddc/,Amsterdam
2164,1556880765,3,https://www.ad.nl/alphen/een-kerncentrale-in-zuid-holland-dat-verzin-je-toch-niet~a525b948/,Werkendam
2165,1556881124,1,https://www.ad.nl/buitenland/vlaamse-julie-vocht-terug-dat-bekocht-ze-met-haar-leven~a7958d74/,Utrecht
2166,1556881138,1,https://www.ad.nl/giro/alle-klassementen-van-de-giro-d-italia~a074d01a/,Capelle aan den IJssel
2167,1556881166,4,https://www.ad.nl/wielrennen/de-kneet-is-terug-waar-ie-hoort~aaea8a95/,Schiedam
2168,1556881364,1,https://www.ad.nl/tech/enorme-roof-bij-grootste-bitcoinbeurs-41-miljoen-dollar-gestolen~a70fcd01/,Almere Stad
2169,1556881480,4,https://www.ad.nl/show/veel-belangstelling-uitvaart-christophe-lambrecht~a79b9183/,Capelle aan den IJssel
